continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Europe,Estonia,19/12/2021,222214,3913,1799,23,167574.114,2950.838,421.548,1356.646,17.345,2.478,1.1,16,12.066,232,174.954,21,15.768,172,129.9,2456841,4683,1849.055,3.524,6114,4.601,0.0897,11.1,tests performed,1756582,836740,819350,289128,1697,5520,132.47,63.1,61.79,21.8,4163,452,0.034,37.41,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,2896.0996,9.37,22.09,2179.6423
Europe,Estonia,26/12/2021,226809,4595,1828,29,171039.256,3465.142,495.02,1378.516,21.869,3.124,1.2,17,12.82,229,172.692,15,11.263,179,135.156,2498590,4518,1880.476,3.4,5964,4.489,0.1065,9.4,tests performed,1783907,839319,823725,311292,566,3904,134.53,63.29,62.12,23.47,2944,368,0.028,37.35,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,2956.1997,9.47,19.09,2224.8745
Europe,Estonia,2/1/2022,232949,6140,1851,23,175669.5,4630.244,661.463,1395.86,17.345,2.478,1.3,19,14.328,238,179.479,16,12.014,160,120.889,2547051,6806,1916.948,5.122,6923,5.21,0.1235,8.1,tests performed,1810346,842385,827905,332588,1255,3777,136.52,63.53,62.43,25.08,2848,438,0.033,45.61,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,2921.0996,9.26,-11,2202.8345
Europe,Estonia,9/1/2022,238691,5742,1867,16,179999.608,4330.108,618.587,1407.926,12.066,1.724,1.38,18,13.574,252,190.036,12,9.01,196,147.921,2606828,6817,1961.937,5.131,8540,6.427,0.1667,6,tests performed,1841294,846311,832377,357897,1491,4421,138.85,63.82,62.77,26.99,3334,561,0.042,45.54,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,2952.4995,9.26,8.98,2226.5137
Europe,Estonia,16/1/2022,254115,15424,1895,28,191631.022,11631.414,1661.631,1429.041,21.115,3.016,1.41,18,13.574,323,243.578,16,12.014,259,195.225,2669564,9048,2009.153,6.81,8962,6.745,0.2324,4.3,tests performed,1873949,849499,836110,385855,1275,4665,141.32,64.06,63.05,29.1,3518,455,0.034,45.49,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,2973.8994,9.22,6.1,2242.6516
Europe,Estonia,23/1/2022,281384,27269,1919,24,212194.887,20563.864,2937.695,1447.14,18.099,2.586,1.41,17,12.82,325,245.086,22,16.519,276,207.99,2750500,12119,2070.067,9.121,11562,8.702,0.3006,3.3,tests performed,1898981,852176,839004,407253,999,3576,143.2,64.26,63.27,30.71,2697,382,0.029,45.44,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,2970.2993,9.11,-1.07,2239.9365
Europe,Estonia,30/1/2022,322469,41085,1944,25,243177.554,30982.668,4426.095,1465.993,18.853,2.693,1.3,18,13.574,341,257.152,13,9.761,318,239.526,2837214,9845,2135.329,7.409,12388,9.323,0.4746,2.1,tests performed,1917813,854125,841424,423161,1087,2690,144.62,64.41,63.45,31.91,2029,278,0.021,45.41,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,2985.8994,9.07,4.57,2251.701
Europe,Estonia,6/2/2022,370500,48031,1976,32,279398.279,36220.725,5174.389,1490.124,24.132,3.447,1.15,15,11.312,441,332.563,7,5.256,367,277.069,2924901,7936,2201.324,5.973,12527,9.428,0.5516,1.8,tests performed,1930629,855141,843134,434056,508,1831,145.59,64.49,63.58,32.73,1381,145,0.011,45.38,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3030.4995,9.11,12.91,2285.3342
Europe,Estonia,13/2/2022,408447,37947,2021,45,308014.545,28616.266,4088.038,1524.059,33.935,4.848,1.01,17,12.82,540,407.22,14,10.512,483,364.17,2991218,5396,2251.235,4.061,9474,7.13,0.598,1.7,tests performed,1939647,855964,844857,441226,521,1288,146.27,64.55,63.71,33.27,971,118,0.009,45.35,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3057.8994,9.09,7.91,2305.9968
Europe,Estonia,20/2/2022,447686,39239,2075,54,337605.123,29590.578,4227.225,1564.781,40.722,5.817,0.94,17,12.82,652,491.681,16,12.014,606,457.277,3058690,5581,2302.015,4.2,9639,7.254,0.5801,1.7,tests performed,1946918,856606,846462,446820,306,1039,146.82,64.6,63.83,33.7,784,92,0.007,45.33,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3159.4995,9.31,31.03,2382.6147
Europe,Estonia,27/2/2022,479398,31712,2139,64,361519.504,23914.381,3416.34,1613.044,48.263,6.895,0.85,18,13.574,645,486.402,16,12.014,563,424.239,3114901,4372,2344.321,3.29,8030,6.043,0.5764,1.7,tests performed,1953102,857164,847720,451704,326,883,147.29,64.64,63.93,34.06,666,80,0.006,45.31,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3253.0996,9.49,27.18,2453.1995
Europe,Estonia,6/3/2022,502069,22671,2198,59,378615.964,17096.46,2442.351,1657.537,44.493,6.356,0.76,22,16.59,605,456.237,9,6.758,547,412.225,3157982,3332,2376.744,2.508,6154,4.632,0.5469,1.8,tests performed,1958886,857744,848914,456345,254,826,147.72,64.68,64.02,34.41,623,83,0.006,45.29,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3313.8997,9.57,17.92,2499.0496
Europe,Estonia,13/3/2022,517052,14983,2256,58,389914.816,11298.851,1614.122,1701.275,43.738,6.248,0.73,23,17.345,614,463.024,14,10.512,494,372.429,3192898,2592,2403.022,1.951,4988,3.754,0.4427,2.3,tests performed,1963635,858241,849820,460210,143,678,148.08,64.72,64.09,34.7,511,71,0.005,45.28,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3356.6997,9.6,12.58,2531.3257
Europe,Estonia,20/3/2022,528019,10967,2289,33,398185.155,8270.34,1181.477,1726.161,24.886,3.555,0.73,21,15.836,484,364.99,11,8.26,345,259.8,3222321,2292,2425.166,1.725,4203,3.163,0.3814,2.6,tests performed,1967067,858644,850423,463115,153,490,148.34,64.75,64.13,34.92,370,58,0.004,38.96,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3389.2998,9.6,9.9,2555.9097
Europe,Estonia,27/3/2022,537245,9226,2329,40,405142.587,6957.432,993.919,1756.325,30.164,4.309,0.73,16,12.066,329,248.103,8,6.007,341,256.796,3247674,2151,2444.247,1.619,3622,2.726,0.3679,2.7,tests performed,1970418,858980,850907,466021,150,479,148.59,64.78,64.17,35.14,361,48,0.004,30.63,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3417.6997,9.59,8.94,2577.3264
Europe,Estonia,3/4/2022,544080,6835,2351,22,410296.939,5154.352,736.336,1772.916,16.59,2.37,0.73,12,9.049,294,221.709,7,5.256,239,180.208,3271281,1980,2462.014,1.49,3372,2.538,0.2962,3.4,tests performed,1973417,859314,851339,468647,131,428,148.82,64.8,64.2,35.34,323,48,0.004,30.63,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3421.0996,9.52,1.05,2579.8904
Europe,Estonia,10/4/2022,549265,5185,2380,29,414207.007,3910.068,558.581,1794.785,21.869,3.124,0.71,6,4.525,290,218.692,4,3.003,246,185.464,3294896,1973,2479.787,1.485,3374,2.539,0.2255,4.4,tests performed,1976150,859603,851695,471080,142,390,149.02,64.82,64.23,35.52,294,41,0.003,30.62,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3433.0996,9.47,3.93,2588.9397
Europe,Estonia,17/4/2022,552602,3337,2402,22,416723.476,2516.47,359.496,1811.376,16.59,2.37,0.7,3,2.262,181,136.494,4,3.003,134,101.367,3313194,1624,2493.559,1.222,2614,1.967,0.1876,5.3,tests performed,1978468,859885,852016,473152,73,331,149.2,64.84,64.25,35.68,250,40,0.003,22.29,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3426.2996,9.37,-2.19,2583.8115
Europe,Estonia,24/4/2022,555358,2756,2415,13,418801.807,2078.331,296.904,1821.179,9.803,1.4,0.69,6,4.525,160,120.658,2,1.502,140,105.872,3331938,1620,2507.666,1.219,2678,2.016,0.149,6.7,tests performed,1980801,860251,852441,475198,64,333,149.37,64.87,64.28,35.84,251,52,0.004,22.29,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3437.0996,9.32,3.54,2591.956
Europe,Estonia,1/5/2022,557397,2039,2424,9,420339.441,1537.633,219.662,1827.966,6.787,0.97,0.65,1,0.754,163,122.92,1,0.751,110,82.595,3348347,1566,2520.015,1.179,2344,1.764,0.118,8.5,tests performed,1982922,860613,852818,477054,85,303,149.53,64.9,64.31,35.98,228,52,0.004,22.29,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3421.0996,9.21,-5.5,2579.8904
Europe,Estonia,8/5/2022,558886,1489,2432,8,421462.313,1122.872,160.41,1833.999,6.033,0.862,0.76,9,6.787,146,110.1,1,0.751,131,99.114,3364315,691,2532.033,0.52,2281,1.717,0.0151,66.3,tests performed,1984790,860998,853225,478697,52,267,149.68,64.93,64.34,36.1,201,55,0.004,22.29,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3430.8997,9.16,3.32,2587.2805
Europe,Estonia,15/5/2022,560059,1173,2435,3,422346.885,884.573,126.368,1836.261,2.262,0.323,1.01,3,2.262,101,76.165,1,0.751,98,73.585,3376863,1437,2541.477,1.082,1793,1.349,0.1186,8.4,tests performed,1986566,861406,853643,480254,83,254,149.81,64.96,64.37,36.22,192,58,0.004,22.29,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3458.4998,9.16,9.41,2608.0942
Europe,Estonia,22/5/2022,561012,953,2440,5,423065.553,718.668,102.667,1840.032,3.771,0.539,1.16,4,3.016,101,76.165,4,3.003,81,60.82,3387595,1136,2549.554,0.855,1533,1.154,0.1047,9.5,tests performed,1988065,861687,853972,481545,81,214,149.92,64.98,64.4,36.31,161,40,0.003,22.29,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3432.4998,9.02,-8.36,2588.4873
Europe,Estonia,29/5/2022,561833,821,2448,8,423684.679,619.125,88.446,1846.065,6.033,0.862,1.19,2,1.508,86,64.854,1,0.751,83,62.322,3397496,1106,2557.006,0.832,1414,1.064,0.1011,9.9,tests performed,1989554,861987,854287,482850,65,213,150.03,65,64.42,36.41,161,43,0.003,22.29,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3420.0999,8.92,-4.24,2579.1362
Europe,Estonia,5/6/2022,562614,781,2458,10,424273.64,588.961,84.137,1853.606,7.541,1.077,1.14,7,5.279,79,59.575,2,1.502,76,57.066,3406527,790,2563.803,0.595,1290,0.971,0.0911,11,tests performed,1990803,862231,854547,483944,46,178,150.13,65.02,64.44,36.49,134,35,0.003,22.29,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3422.9,8.86,1,2581.2478
Europe,Estonia,12/6/2022,563454,840,2460,2,424907.093,633.454,90.493,1855.114,1.508,0.215,1.1,0,0,61,46.001,1,0.751,59,44.301,3415686,754,2570.696,0.567,1308,0.984,0.0857,11.7,tests performed,1991866,862519,854838,484849,39,152,150.21,65.04,64.46,36.56,115,41,0.003,14.88,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3462.5,8.9,13.88,2611.1108
Europe,Estonia,19/6/2022,564276,822,2462,2,425526.973,619.88,88.554,1856.622,1.508,0.215,1.07,5,3.771,63,47.509,4,3.003,64,48.055,3422376,647,2575.731,0.487,956,0.719,0.1254,8,tests performed,1992967,862832,855150,485783,74,157,150.29,65.07,64.49,36.63,118,45,0.003,11.11,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3483.9,8.89,7.79,2627.2488
Europe,France,27/12/2020,2338258,83888,63534,3119,36181.033,1298.041,185.434,983.093,48.262,6.895,1.03,2650,39.078,24620,363.057,1142,16.84,7792,114.904,34380863,48009,509.935,0.712,424503,6.296,0.028,35.7,people tested,616,616,,,,,0,0,,,,,,63.89,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,45910.598,7.6,6.88,712.0124
Europe,France,3/1/2021,2427206,88948,66449,2915,37557.37,1376.337,196.62,1028.199,45.105,6.444,1.1,2665,39.299,24780,365.417,1167,17.209,7545,111.262,36191680,47167,536.793,0.7,258688,3.837,0.052,19.2,people tested,4619,4611,8,,419,572,0.01,0.01,0,,8,571,0.001,63.89,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,47362.797,7.68,11.25,733.9491
Europe,France,10/1/2021,2549469,122263,69878,3429,39449.206,1891.836,270.262,1081.257,53.059,7.58,1.13,2620,38.636,24526,361.671,1412,20.822,9006,132.806,38184062,42284,566.344,0.627,284626,4.222,0.061,16.4,people tested,111057,110937,120,,6025,15205,0.16,0.16,0,,224,15189,0.022,63.89,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,48203.598,7.64,6.08,746.9784
Europe,France,17/1/2021,2668311,118842,73332,3454,41288.108,1838.902,262.7,1134.703,53.445,7.635,1.1,2766,40.789,25235,372.126,1453,21.427,9759,143.91,40146424,44615,595.45,0.662,280337,4.158,0.062,16.1,people tested,462317,461570,746,1,11047,50180,0.68,0.68,0,0,740,50090,0.074,63.89,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,48886.4,7.58,4.89,757.5593
Europe,France,24/1/2021,2798460,130149,76746,3414,43301.968,2013.86,287.694,1187.529,52.827,7.547,1.07,2955,43.576,26357,388.672,1731,25.526,11284,166.399,42166504,42558,625.412,0.631,288583,4.28,0.066,15.2,people tested,1145475,1143460,2014,1,9883,97594,1.69,1.69,0,0,1439,97413,0.144,63.89,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,50434.2,7.66,11.38,781.5445
Europe,France,31/1/2021,2931084,132624,79905,3159,45354.125,2052.157,293.165,1236.41,48.881,6.983,1.04,3148,46.422,27573,406.603,1843,27.178,11253,165.942,44356364,44475,657.892,0.66,312837,4.64,0.061,16.4,people tested,1735660,1680348,55310,2,7141,84312,2.56,2.48,0.08,0,1243,76698,0.113,63.89,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,51757.2,7.7,9.83,802.04614
Europe,France,7/2/2021,3059535,128451,82974,3069,47341.712,1987.586,283.941,1283.898,47.488,6.784,1.03,3262,48.103,27652,407.768,1820,26.839,11208,165.278,46598797,43392,691.151,0.644,320348,4.751,0.058,17.2,people tested,2334574,2056671,277901,2,11283,85559,3.44,3.03,0.41,0,1262,53760,0.079,63.89,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,52730.8,7.69,7.23,817.13336
Europe,France,14/2/2021,3169971,110436,85866,2892,49050.543,1708.831,244.119,1328.647,44.749,6.393,1.01,3299,48.648,26401,389.321,1809,26.676,10108,149.057,48775814,42735,723.441,0.634,311002,4.613,0.052,19.2,people tested,3132330,2434766,697562,2,12405,113965,4.62,3.59,1.03,0,1681,54014,0.08,60.19,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,53310,7.63,4.26,826.1088
Europe,France,21/2/2021,3287522,117551,88382,2516,50869.468,1818.925,259.846,1367.579,38.931,5.562,1.05,3392,50.02,25464,375.503,1847,27.237,9502,140.121,50921555,43514,755.266,0.645,306534,4.546,0.057,17.5,people tested,3962454,2730723,1231708,23,9373,118589,5.84,4.03,1.82,0,1749,42280,0.062,60.19,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,54026.8,7.58,5.34,837.2166
Europe,France,28/2/2021,3415218,127696,90533,2151,52845.372,1975.904,282.272,1400.862,33.283,4.755,1.05,3492,51.495,25280,372.79,1914,28.225,9768,144.043,52987154,44432,785.903,0.659,295086,4.377,0.063,15.9,people tested,4816197,3154522,1661643,32,10315,121963,7.1,4.65,2.45,0,1799,60543,0.089,70.37,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,54064.6,7.45,0.28,837.80237
Europe,France,7/3/2021,3539477,124259,92566,2033,54768.094,1922.722,274.675,1432.32,31.458,4.494,1.07,3743,55.196,24818,365.977,2072,30.555,9472,139.678,55050795,46258,816.511,0.686,294806,4.373,0.062,16.1,people tested,6137588,4132366,2005176,46,125257,188770,9.05,6.09,2.96,0,2784,139692,0.206,70.37,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,53715.203,7.27,-2.62,832.388
Europe,France,14/3/2021,3682455,142978,94438,1872,56980.464,2212.37,316.053,1461.286,28.966,4.138,1.14,4127,60.859,24989,368.499,2287,33.725,9933,146.476,57370504,54646,850.917,0.811,331387,4.915,0.064,15.6,people tested,7727262,5423698,2303504,60,66398,227096,11.39,8,3.4,0,3349,184476,0.272,70.37,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,53500.402,7.12,-1.65,829.0594
Europe,France,21/3/2021,3866278,183823,96237,1799,59824.849,2844.385,406.341,1489.123,27.837,3.977,1.17,4406,64.973,25926,382.316,2471,36.438,11060,163.096,60091431,59756,891.273,0.886,388704,5.765,0.07,14.3,people tested,8995171,6489128,2505961,82,52089,181130,13.26,9.57,3.7,0,2671,152204,0.224,70.37,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,54038.402,7.07,4.33,837.3964
Europe,France,28/3/2021,4090242,223964,98071,1834,63290.355,3465.507,495.072,1517.502,28.378,4.054,1.14,4872,71.845,27712,408.653,2797,41.246,12810,188.902,63309581,63392,939.005,0.94,459736,6.819,0.072,13.9,people tested,10856167,8121994,2734073,100,63951,265857,16.01,11.98,4.03,0,3920,233267,0.344,68.52,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,54681.203,7.04,5.3,847.3574
Europe,France,4/4/2021,4332649,242407,100030,1959,67041.24,3750.884,535.841,1547.814,30.313,4.33,1.09,5341,78.761,29356,432.896,3179,46.879,13968,205.978,67028857,66141,994.169,0.981,531325,7.881,0.066,15.2,people tested,12859267,9658275,3200853,139,65576,286157,18.96,14.24,4.72,0,4220,219469,0.324,68.52,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,55887.6,7.09,10.02,866.0522
Europe,France,11/4/2021,4535867,203218,102150,2120,70185.733,3144.494,449.213,1580.618,32.804,4.686,1.15,5838,86.09,30671,452.288,3259,48.059,14039,207.025,69576793,59433,1031.96,0.882,363991,5.399,0.081,12.3,people tested,15013385,11216239,3796875,271,90348,307731,22.14,16.54,5.6,0,4538,222566,0.328,75,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,57117.203,7.14,10.44,885.1065
Europe,France,18/4/2021,4738021,202154,104117,1967,73313.763,3128.03,446.861,1611.054,30.436,4.348,0.96,5893,86.901,30789,454.028,3044,44.888,13433,198.089,71915474,52391,1066.647,0.777,334097,4.955,0.086,11.6,people tested,17595682,12974437,4619763,1482,87152,368900,25.95,19.13,6.81,0,5440,251171,0.37,75,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,58638.402,7.22,13.15,908.6795
Europe,France,25/4/2021,4917483,179462,106179,2062,76090.668,2776.905,396.701,1642.961,31.906,4.558,0.87,5978,88.154,30287,446.625,3059,45.109,12624,186.159,73989095,49381,1097.403,0.732,296232,4.394,0.086,11.6,people tested,20165134,14533415,5631856,5216,108491,367065,29.74,21.43,8.3,0.01,5413,222711,0.328,75,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,60440.402,7.34,15.78,936.6038
Europe,France,2/5/2021,5060391,142908,108133,1954,78301.955,2211.287,315.898,1673.196,30.235,4.319,0.8,5585,82.359,28818,424.963,2501,36.881,10949,161.459,76059665,58253,1128.113,0.864,295796,4.387,0.064,15.6,people tested,22971354,16327620,6698245,10851,129723,400889,33.87,24.08,9.88,0.02,5912,256315,0.378,75,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,61879.8,7.41,12.73,958.90924
Europe,France,9/5/2021,5167020,106629,109666,1533,79951.879,1649.924,235.703,1696.917,23.721,3.389,0.8,4971,73.305,25797,380.414,1910,28.166,8207,121.024,78393799,58015,1162.733,0.86,333448,4.946,0.047,21.3,people tested,26248317,18364115,7985117,17699,174463,468138,38.71,27.08,11.78,0.03,6903,290928,0.429,63.89,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,63215.6,7.47,11.96,979.6092
Europe,France,16/5/2021,5247890,80870,110855,1189,81203.221,1251.342,178.763,1715.315,18.398,2.628,0.83,4255,62.746,22963,338.622,1294,19.082,5676,83.701,80661982,54217,1196.375,0.804,324026,4.806,0.039,25.6,people tested,29838267,20886413,9091428,24277,223642,512850,44,30.8,13.41,0.04,7563,360328,0.531,63.89,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,63690.203,7.43,4.3,986.9638
Europe,France,23/5/2021,5331345,83455,111795,940,82494.561,1291.341,184.477,1729.86,14.545,2.078,0.82,3515,51.834,19720,290.8,1148,16.929,4705,69.382,83144915,52627,1233.202,0.781,354705,5.261,0.034,29.4,people tested,33535316,23696598,10013762,35624,176177,528150,49.45,34.94,14.77,0.05,7788,401455,0.592,54.63,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,64008.805,7.38,2.92,991.90094
Europe,France,30/5/2021,5391736,60391,112567,772,83429.021,934.46,133.494,1741.805,11.946,1.707,0.8,2993,44.136,16775,247.371,870,12.829,3298,48.634,85221566,51303,1264.002,0.761,296664,4.4,0.03,33.3,people tested,36987245,26059339,11162493,45803,139824,493133,54.54,38.43,16.46,0.07,7272,337534,0.498,54.63,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,64142.605,7.3,1.22,993.97437
Europe,France,6/6/2021,5438219,46483,113132,565,84148.276,719.255,102.751,1750.548,8.743,1.249,0.72,2527,37.264,14525,214.192,690,10.175,2903,42.809,87331353,46099,1295.295,0.684,301398,4.47,0.022,45.5,people tested,41056660,28629011,12752380,55884,182591,581345,60.54,42.22,18.81,0.08,8573,367096,0.541,54.63,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,64304.805,7.23,1.52,996.48785
Europe,France,13/6/2021,5465223,27004,113487,355,84566.122,417.846,59.692,1756.041,5.493,0.785,0.65,2106,31.056,12480,184.036,511,7.535,2098,30.938,89285382,46654,1324.277,0.692,279147,4.14,0.014,71.4,people tested,45118162,30927200,14583352,65046,178953,580215,66.53,45.61,21.51,0.1,8556,328313,0.484,54.03,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,64383.004,7.15,0.74,997.69965
Europe,France,20/6/2021,5480043,14820,113796,309,84795.44,229.317,32.76,1760.822,4.781,0.683,0.69,1703,25.113,10518,155.103,317,4.675,1372,20.232,91123106,50024,1351.534,0.742,262532,3.894,0.009,111.1,people tested,49215509,32728721,16927385,73022,176876,585335,72.58,48.26,24.96,0.11,8632,257360,0.38,46.53,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,64757.605,7.11,3.57,1003.50464
Europe,France,27/6/2021,5490733,10690,114030,234,84960.851,165.412,23.63,1764.443,3.621,0.517,0.87,1345,19.834,8986,132.511,230,3.392,975,14.378,92836281,52476,1376.943,0.778,244739,3.63,0.007,142.9,people tested,53324172,34060687,19741426,80266,212036,586952,78.63,50.23,29.11,0.12,8655,190281,0.281,46.41,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,63863.004,6.93,-8.32,989.6416
Europe,France,4/7/2021,5504639,13906,114201,171,85176.026,215.174,30.739,1767.089,2.646,0.378,1.17,1104,16.28,7913,116.689,177,2.61,815,12.018,94746660,67444,1405.278,1,272911,4.048,0.009,111.1,people tested,57469687,35261299,22717108,91342,198037,592216,84.75,52,33.5,0.13,8733,171516,0.253,44.9,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,63220.605,6.78,-5.96,979.68677
Europe,France,11/7/2021,5527957,23318,114343,142,85536.837,360.811,51.544,1769.286,2.197,0.314,1.46,947,13.965,7183,105.924,159,2.345,797,11.753,96983957,90473,1438.462,1.342,319614,4.741,0.012,83.3,people tested,61445837,36509105,25478586,102543,170549,568021,90.61,53.84,37.57,0.15,8376,178258,0.263,42.94,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,62576.805,6.64,-5.78,969.7102
