continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Europe,France,18/7/2021,5574613,46656,114439,96,86258.769,721.932,103.133,1770.772,1.485,0.212,1.71,891,13.139,6936,102.281,210,3.097,1229,18.123,99301621,100578,1472.837,1.492,331095,4.911,0.026,38.5,people tested,65782424,38243744,28145328,112327,224621,619512,97.01,56.4,41.5,0.17,9136,247806,0.365,41.68,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,62298.004,6.53,-2.63,965.38983
Europe,France,25/7/2021,5692691,118078,114558,119,88085.848,1827.08,261.011,1772.613,1.841,0.263,1.53,886,13.065,6843,100.91,380,5.604,1864,27.487,102609982,142941,1521.907,2.12,472623,7.01,0.039,25.6,people tested,70578513,40589906,30680733,122121,201283,685156,104.08,59.86,45.24,0.18,10104,335166,0.494,37.07,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,62963.203,6.53,6.14,975.698
Europe,France,1/8/2021,5835874,143183,114798,240,90301.39,2215.542,316.506,1776.327,3.714,0.531,1.28,1137,16.767,7581,111.793,763,11.252,3574,52.704,106538724,158751,1580.177,2.355,561249,8.324,0.039,25.6,people tested,74952768,43210184,32500658,132201,162220,624894,110.53,63.72,47.93,0.19,9215,374325,0.552,36.66,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,62810.402,6.44,-1.41,973.33014
Europe,France,8/8/2021,5983009,147135,115080,282,92578.084,2276.693,325.242,1780.69,4.364,0.623,1.14,1556,22.945,8685,128.073,1113,16.413,4832,71.255,110527582,181539,1639.34,2.693,569837,8.452,0.04,25,people tested,78529848,45348736,33984286,141930,137677,511011,115.8,66.87,50.11,0.21,7536,305507,0.451,36.32,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,62807.6,6.37,-0.03,973.28674
Europe,France,15/8/2021,6133939,150930,115433,353,94913.499,2335.415,333.631,1786.152,5.462,0.78,1.04,1852,27.31,9798,144.486,1169,17.239,5285,77.935,115973575,197594,1720.115,2.931,777999,11.539,0.031,32.3,people tested,81691108,46902711,35626272,150987,89710,451609,120.47,69.16,52.54,0.22,6660,221996,0.327,46.41,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,63739.8,6.4,8.75,987.73236
Europe,France,22/8/2021,6267510,133571,116132,699,96980.31,2066.811,295.259,1796.968,10.816,1.545,0.93,2128,31.38,10651,157.064,1390,20.498,6271,92.475,121395939,182269,1800.539,2.703,774623,11.489,0.027,37,people tested,84811176,48019027,37648895,160371,119417,445724,125.07,70.81,55.52,0.24,6573,159474,0.235,45.18,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,64546.6,6.41,7.75,1000.2348
Europe,France,29/8/2021,6379634,112124,116596,464,98715.26,1734.951,247.85,1804.148,7.18,1.026,0.86,2276,33.563,11092,163.567,1206,17.784,5396,79.572,126336373,170086,1873.815,2.523,705776,10.468,0.024,41.7,people tested,87836274,48883083,39816732,173269,111201,432157,129.53,72.09,58.72,0.26,6373,123437,0.182,43.87,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,64785.402,6.37,2.23,1003.93536
Europe,France,5/9/2021,6465416,85782,117085,489,100042.608,1327.348,189.621,1811.715,7.567,1.081,0.79,2217,32.693,10644,156.961,1050,15.484,4331,63.867,130638541,140326,1937.625,2.081,614595,9.116,0.021,47.6,people tested,90420972,49609766,41576725,284356,70560,369243,133.34,73.16,61.31,0.42,5445,103812,0.153,44.4,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,65584,6.38,7.48,1016.31067
Europe,France,12/9/2021,6530236,64820,117522,437,101045.6,1002.992,143.285,1818.477,6.762,0.966,0.77,2129,31.395,10012,147.641,960,14.157,3585,52.866,134621827,137518,1996.705,2.04,569041,8.44,0.017,58.8,people tested,92238150,50109835,42723380,463321,47708,259597,136.02,73.89,63,0.68,3828,71438,0.105,43.64,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,66846.4,6.44,12.06,1035.8732
Europe,France,19/9/2021,6576972,46736,117908,386,101768.769,723.169,103.31,1824.449,5.973,0.853,0.77,1832,27.015,8887,131.052,657,9.688,2584,38.105,138389591,120099,2052.588,1.781,538252,7.983,0.013,76.9,people tested,93791257,50519731,43587377,749114,33997,221872,138.31,74.5,64.28,1.1,3272,58557,0.086,43.06,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,67049,6.39,1.88,1039.0128
Europe,France,26/9/2021,6613086,36114,118239,331,102327.579,558.81,79.83,1829.571,5.122,0.732,0.8,1577,23.255,7994,117.883,550,8.111,2119,31.248,141871761,106537,2104.235,1.58,497453,7.378,0.011,90.9,people tested,95064469,50795348,44283152,1053457,25643,181887,140.19,74.91,65.3,1.55,2682,39374,0.058,42.59,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,66956.2,6.31,-0.84,1037.5748
Europe,France,3/10/2021,6644002,30916,118515,276,102805.958,478.379,68.34,1833.842,4.271,0.61,0.87,1326,19.554,7308,107.767,383,5.648,1570,23.152,145230749,99482,2154.056,1.476,479855,7.117,0.01,100,people tested,96134368,51053118,44802636,1348129,18318,152843,141.76,75.29,66.07,1.99,2254,36824,0.054,42.24,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,67249.6,6.28,2.66,1042.1213
Europe,France,10/10/2021,6670348,26346,118706,191,103213.623,407.665,58.238,1836.797,2.955,0.422,0.93,1132,16.693,6737,99.347,328,4.837,1406,20.733,148356775,92319,2200.421,1.369,446575,6.624,0.009,111.1,people tested,97147475,51283453,45229123,1706228,15354,144730,143.26,75.62,66.7,2.52,2134,32905,0.049,41.96,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,67391,6.22,1.26,1044.3125
Europe,France,17/10/2021,6701443,31095,118881,175,103694.771,481.148,68.735,1839.505,2.708,0.387,1.01,1052,15.513,6448,95.085,314,4.63,1300,19.17,151248131,60691,2243.305,0.9,413051,6.126,0.011,90.9,people tested,98114436,51496566,45575218,2115542,12733,138137,144.68,75.94,67.21,3.12,2037,30445,0.045,41.73,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,67921,6.21,4.59,1052.5256
Europe,France,24/10/2021,6735684,34241,119060,179,104224.599,529.828,75.69,1842.275,2.77,0.396,1.08,1018,15.012,6377,94.038,354,5.22,1549,22.842,153480129,64778,2276.41,0.961,318857,4.729,0.017,58.8,people tested,99074538,51682926,45870361,2595487,11402,137157,146.1,76.21,67.64,3.83,2023,26623,0.039,41.53,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,68500.4,6.19,5.08,1061.5042
Europe,France,31/10/2021,6774109,38425,119237,177,104819.169,594.569,84.938,1845.014,2.739,0.391,1.16,1046,15.425,6572,96.914,436,6.429,1703,25.113,155479432,75151,2306.064,1.115,285615,4.236,0.021,47.6,people tested,100013394,51841220,46112320,3135281,9849,134122,147.48,76.45,68,4.62,1978,22613,0.033,41.37,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,69206,6.19,6.11,1072.4384
Europe,France,7/11/2021,6822166,48057,119449,212,105562.779,743.61,106.23,1848.294,3.28,0.469,1.3,1101,16.236,6709,98.934,487,7.182,1924,28.372,157227014,64066,2331.984,0.95,249655,3.703,0.03,33.3,people tested,100916794,51986515,46335039,3671524,11798,129057,148.82,76.66,68.33,5.41,1903,20756,0.031,41.22,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,69323.2,6.14,1.01,1074.2545
Europe,France,14/11/2021,6888527,66361,119682,233,106589.615,1026.837,146.691,1851.899,3.605,0.515,1.41,1210,17.843,7111,104.862,536,7.904,2222,32.767,159250398,68200,2361.995,1.012,289055,4.287,0.036,27.8,people tested,102045803,52117791,46571215,4433860,13411,161287,150.48,76.86,68.68,6.54,2378,18754,0.028,41.06,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,69776.805,6.12,3.88,1081.2837
Europe,France,21/11/2021,7008228,119701,119999,317,108441.809,1852.193,264.599,1856.804,4.905,0.701,1.48,1339,19.745,8038,118.532,701,10.337,3315,48.884,162065135,79452,2403.743,1.178,402105,5.964,0.046,21.7,people tested,103597050,52277784,46852405,5544597,16812,221607,152.77,77.09,69.09,8.18,3268,22856,0.034,40.87,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,70343.41,6.1,4.85,1090.064
Europe,France,28/11/2021,7203450,195222,120453,454,111462.576,3020.767,431.538,1863.829,7.025,1.004,1.44,1632,24.066,9381,138.336,976,14.393,4528,66.772,165961482,113164,2461.533,1.678,556621,8.256,0.054,18.5,people tested,105625335,52444115,47168728,7090785,70822,289755,155.76,77.34,69.56,10.46,4273,23762,0.035,40.66,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,71382.41,6.13,8.79,1106.1647
Europe,France,5/12/2021,7492249,288799,121072,619,115931.307,4468.731,638.39,1873.407,9.578,1.368,1.34,2066,30.466,11526,169.967,1402,20.675,6388,94.2,171050793,156009,2537.017,2.314,727044,10.783,0.06,16.7,people tested,109039835,52585969,47610948,9921823,116218,487786,160.79,77.55,70.21,14.63,7193,20265,0.03,42.32,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,72951.805,6.2,13.14,1130.4845
Europe,France,12/12/2021,7829534,337285,121975,903,121150.286,5218.979,745.568,1887.38,13.973,1.996,1.25,2602,38.37,14050,207.187,1771,26.116,8179,120.611,176645955,178044,2620.005,2.641,799309,11.855,0.061,16.4,people tested,113473528,52741623,48170827,13640443,171413,633385,167.33,77.78,71.03,20.11,9340,22236,0.033,44.6,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,74871.805,6.3,15.92,1160.2374
Europe,France,19/12/2021,8190186,360652,123008,1033,126730.835,5580.548,797.221,1903.364,15.984,2.283,1.28,2936,43.296,15528,228.983,1845,27.207,8712,128.471,182583300,209783,2708.067,3.111,848192,12.58,0.063,15.9,people tested,118595040,52912883,48847635,17914235,207100,731645,174.89,78.03,72.03,26.42,10789,24466,0.036,44.21,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,76423.6,6.37,12.56,1184.2847
Europe,France,26/12/2021,8709926,519740,124165,1157,134773.031,8042.196,1148.885,1921.267,17.903,2.558,1.47,3299,48.648,16365,241.325,1911,28.18,8542,125.964,189034950,262871,2803.758,3.899,921664,13.67,0.081,12.3,people tested,121655158,53073692,49276358,20385014,68845,437160,179.4,78.26,72.67,30.06,6447,22973,0.034,43.96,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,78326.2,6.46,14.98,1213.768
Europe,France,2/1/2022,9850650,1140724,125480,1315,152424.023,17650.992,2521.57,1941.615,20.348,2.907,1.52,3572,52.674,19043,280.816,2025,29.862,11297,166.59,196691279,375601,2917.316,5.571,1093761,16.223,0.156,6.4,people tested,124337828,53238162,49663640,22516165,77708,383239,183.35,78.51,73.24,33.2,5651,23496,0.035,43.74,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,80051.41,6.53,13.26,1238.6753
Europe,France,9/1/2022,11576867,1726217,126964,1484,179134.64,26710.617,3815.802,1964.577,22.963,3.28,1.41,3847,56.73,21982,324.156,2370,34.949,14560,214.708,207470524,445598,3077.193,6.609,1539892,22.84,0.179,5.6,people tested,128903213,53537252,50308849,26137508,171090,652198,190.09,78.95,74.19,38.54,9618,42727,0.063,48.12,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,80684.11,6.51,4.54,1248.4655
Europe,France,16/1/2022,13538779,1961912,128463,1499,209492.283,30357.643,4336.806,1987.772,23.195,3.314,1.24,3852,56.803,24887,366.995,2234,32.944,16216,239.128,217102476,379278,3220.054,5.625,1375993,20.409,0.218,4.6,people tested,132708853,53806771,50879164,29103540,118272,543663,195.7,79.35,75.03,42.92,8017,38503,0.057,47.91,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,81176.81,6.47,3.51,1256.0894
Europe,France,23/1/2022,15955822,2417043,130121,1658,246892.395,37400.112,5342.873,2013.427,25.655,3.665,1.11,3760,55.447,28838,425.258,2039,30.068,18729,276.186,226029171,350774,3352.454,5.203,1275242,18.914,0.283,3.5,people tested,135181712,53989356,51264154,31008986,68571,353266,199.34,79.62,75.6,45.73,5209,26084,0.038,47.77,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,81940.516,6.46,5.57,1267.9065
Europe,France,30/1/2022,18285196,2329374,132054,1933,282935.962,36043.566,5149.081,2043.337,29.91,4.273,0.93,3641,53.692,31536,465.044,1999,29.478,19686,290.298,233596527,268092,3464.693,3.976,1081051,16.034,0.309,3.2,people tested,137059274,54113658,51618907,32407621,58214,268223,202.11,79.8,76.12,47.79,3955,17757,0.026,44.73,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,83460.414,6.51,11.21,1291.4247
Europe,France,6/2/2022,19992784,1707588,134050,1996,309358.323,26422.361,3774.623,2074.223,30.885,4.412,0.75,3577,52.748,33027,487.031,2197,32.398,20136,296.934,239140287,174472,3546.918,2.588,791966,11.746,0.298,3.4,people tested,138560889,54201370,51953747,33486776,43895,214516,204.33,79.93,76.61,49.38,3163,12530,0.018,44.56,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,85010.914,6.56,11.43,1315.4163
Europe,France,13/2/2022,20951423,958639,136038,1988,324191.822,14833.5,2119.071,2104.984,30.761,4.394,0.67,3305,48.737,31621,466.297,1723,25.408,15327,226.019,242707934,122833,3599.833,1.822,509664,7.559,0.258,3.9,people tested,139948103,54265214,52246263,34517755,37199,198173,206.37,80.02,77.04,50.9,2922,9121,0.013,44.4,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,85637.016,6.54,4.58,1325.1042
Europe,France,20/2/2022,21517370,565947,137783,1745,332949.003,8757.18,1251.026,2131.985,27.001,3.857,0.67,2923,43.104,28643,422.382,1427,21.043,11794,173.919,245257809,100802,3637.653,1.495,364268,5.403,0.22,4.5,people tested,140913257,54307808,52447973,35238714,18027,137879,207.8,80.08,77.34,51.96,2033,6085,0.009,29.97,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,85837.72,6.49,1.49,1328.2098
Europe,France,27/2/2022,21910919,393549,139114,1331,339038.583,6089.58,869.94,2152.58,20.595,2.942,0.74,2491,36.733,25277,372.746,975,14.378,8729,128.722,247329422,89003,3668.379,1.32,295945,4.389,0.19,5.3,people tested,141441835,54336983,52572633,35613571,11979,75511,208.58,80.13,77.53,52.52,1114,4168,0.006,29.87,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,85201.42,6.38,-4.75,1318.3641
Europe,France,6/3/2022,22259203,348284,140208,1094,344427.755,5389.172,769.882,2169.508,16.928,2.418,0.91,2079,30.658,22253,328.152,821,12.107,6636,97.857,249239027,86114,3696.702,1.277,272801,4.046,0.193,5.2,people tested,141772541,54359119,52648355,35846500,5174,47244,209.06,80.16,77.64,52.86,697,3162,0.005,29.81,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,84579.92,6.27,-4.63,1308.7473
Europe,France,13/3/2022,22678431,419228,141028,820,350914.679,6486.924,926.703,2182.197,12.688,1.813,1.11,1855,27.355,20917,308.451,722,10.647,6816,100.512,251353153,92254,3728.058,1.368,302018,4.48,0.219,4.6,people tested,141954960,54374719,52691675,35970066,3675,26060,209.33,80.18,77.7,53.04,384,2229,0.003,29.77,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,84040.02,6.17,-4.12,1300.3932
Europe,France,20/3/2022,23264759,586328,141820,792,359987.224,9072.546,1296.078,2194.452,12.255,1.751,1.23,1642,24.214,20566,303.275,655,9.659,7473,110.2,253848125,103884,3765.064,1.541,356425,5.286,0.253,4,people tested,142164692,54387404,52724966,36133858,4034,29962,209.64,80.2,77.75,53.28,442,1812,0.003,18.83,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,83897.92,6.1,-1.13,1298.1945
Europe,France,27/3/2022,24116752,851993,142547,727,373170.537,13183.313,1883.33,2205.701,11.249,1.607,1.21,1486,21.913,20606,303.865,684,10.087,8073,119.048,257022374,114585,3812.144,1.7,453464,6.726,0.284,3.5,people tested,142409806,54399146,52751669,36340555,4450,35016,210,80.22,77.79,53.59,516,1677,0.002,18.82,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,84088.625,6.06,1.56,1301.1453
Europe,France,3/4/2022,25076110,959358,143348,801,388015.162,14844.625,2120.661,2218.095,12.394,1.771,1.09,1539,22.695,22251,328.123,902,13.301,10239,150.989,260354568,105964,3861.567,1.572,476028,7.06,0.29,3.4,people tested,142668194,54411051,52774992,36563757,3544,36913,210.38,80.24,77.82,53.92,544,1701,0.003,18.82,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,84799.92,6.06,5.86,1312.1515
Europe,France,10/4/2022,26004483,928373,144136,788,402380.341,14365.179,2052.168,2230.288,12.193,1.742,0.98,1562,23.034,23626,348.399,951,14.024,11188,164.983,263498565,99498,3908.199,1.476,449142,6.662,0.301,3.3,people tested,142962838,54426811,52796110,36821546,5055,42092,210.82,80.26,77.86,54.3,621,2251,0.003,18.82,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,86019.42,6.1,10.27,1331.0215
Europe,France,17/4/2022,26826921,822438,144988,852,415106.335,12725.994,1817.999,2243.472,13.183,1.883,0.85,1636,24.125,24922,367.511,1118,16.487,11776,173.654,266225969,80924,3948.651,1.2,389629,5.779,0.299,3.3,people tested,143246262,54436504,52814627,37076792,2702,40489,211.24,80.27,77.88,54.68,597,1385,0.002,18.82,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,87582.52,6.16,13.4,1355.2081
Europe,France,24/4/2022,27366082,539161,145877,889,423449.042,8342.707,1191.815,2257.228,13.756,1.965,0.77,1640,24.184,24888,367.009,936,13.803,10032,147.936,268157396,76456,3977.298,1.134,275918,4.092,0.271,3.7,people tested,143482775,54445057,52830756,37288653,3786,33788,211.59,80.29,77.91,54.99,498,1222,0.002,18.82,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,88781.42,6.19,10.41,1373.7593
Europe,France,1/5/2022,27742592,376510,146744,867,429274.969,5825.927,832.275,2270.643,13.416,1.917,0.72,1557,22.96,23327,343.99,928,13.685,8842,130.388,269804752,55767,4001.732,0.827,235337,3.491,0.224,4.5,people tested,143760897,54454985,52852013,37535613,2462,39732,212,80.3,77.94,55.35,586,1418,0.002,18.82,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,89491.72,6.19,6.23,1384.75
Europe,France,8/5/2022,28007520,264928,147493,749,433374.332,4099.363,585.623,2282.233,11.59,1.656,0.75,1403,20.689,20939,308.776,738,10.883,7369,108.666,271222300,55268,4022.757,0.82,202507,3.004,0.192,5.2,people tested,144024452,54466833,52870437,37768921,3390,37651,212.38,80.32,77.97,55.7,555,1693,0.002,18.82,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,90277.42,6.2,6.97,1396.9076
Europe,France,15/5/2022,28224235,216715,148107,614,436727.671,3353.339,479.048,2291.734,9.501,1.357,0.8,1214,17.902,18935,279.224,573,8.45,5307,78.259,272561974,54253,4042.627,0.805,191382,2.839,0.167,6,people tested,144291323,54477057,52887307,38008720,3481,38124,212.78,80.33,77.99,56.05,562,1461,0.002,18.81,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,90678.92,6.18,3.61,1403.1202
Europe,France,22/5/2022,28386474,162239,148573,466,439238.076,2510.405,358.629,2298.944,7.211,1.03,0.82,1081,15.941,16941,249.819,438,6.459,4006,59.074,273739949,46703,4060.098,0.693,168282,2.496,0.143,7,people tested,144549397,54486393,52902459,38242328,3054,36868,213.16,80.35,78.01,56.39,544,1334,0.002,18.81,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,90950.42,6.15,2.46,1407.3213
Europe,France,29/5/2022,28499829,113355,148873,300,440992.075,1753.998,250.571,2303.586,4.642,0.663,0.89,1014,14.953,15646,230.723,341,5.029,2803,41.334,274643959,46722,4073.507,0.693,129144,1.915,0.138,7.2,people tested,144728093,54493357,52914681,38401848,2146,25528,213.42,80.36,78.03,56.63,376,995,0.001,18.81,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,90313.125,6.06,-5.78,1397.4601
Europe,France,5/6/2022,28647902,148073,149202,329,443283.282,2291.207,327.315,2308.677,5.091,0.727,0.99,914,13.478,14285,210.653,352,5.191,2859,42.16,275728776,45902,4089.597,0.681,154974,2.299,0.151,6.6,people tested,144974435,54501990,52929820,38624437,2501,35192,213.79,80.37,78.05,56.96,519,1233,0.002,18.81,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,90616.23,6.04,2.82,1402.1501
Europe,France,12/6/2022,28841715,193813,149439,237,446282.247,2998.965,428.424,2312.344,3.667,0.524,1,871,12.844,14080,207.63,340,5.014,3045,44.903,276871529,49363,4106.546,0.732,163250,2.421,0.19,5.3,people tested,145211841,54510063,52944325,38839290,3493,33915,214.14,80.38,78.07,57.27,500,1153,0.002,18.81,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,90500.33,5.99,-1.08,1400.3567
Europe,Ireland,10/1/2021,136962,8227,2399,19,27266.386,1637.831,1204.49,477.593,3.783,2.986,1.36,88,17.519,921,183.353,143,28.458,1307,260.276,2631023,24485,527.626,4.91,25605,5.135,0.2,5,tests performed,53322,53223,105,,4798,6989,1.06,1.06,0,,1391,6980,0.139,85.19,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,5023108,1346.2999,4.1,8.04,269.9876
Europe,Ireland,17/1/2021,167626,3491,2689,45,33370.973,694.988,872.084,535.326,8.959,8.248,0.84,169,33.645,1750,348.39,106,21.146,1303,259.486,2793460,21441,560.202,4.3,23205,4.654,0.13,7.7,tests performed,102717,102570,153,,1122,7056,2.04,2.04,0,,1405,7050,0.14,85.19,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,5023108,1507.1,4.49,21.24,302.23453
Europe,Ireland,24/1/2021,185357,2357,3106,72,36900.859,469.231,504.269,618.342,14.334,11.859,0.66,207,41.21,1941,386.414,82,16.403,915,182.213,2943689,19593,590.329,3.929,21461,4.304,0.09,11.1,tests performed,153336,149393,3950,,1592,7231,3.05,2.97,0.08,,1440,6689,0.133,85.19,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,5023108,1744.9,5.09,31.83,349.92303
Europe,Ireland,31/1/2021,194970,1247,3558,66,38814.614,248.253,273.394,708.326,13.139,12.855,0.66,216,43.001,1727,343.811,47,9.289,650,129.447,3080595,17649,617.784,3.539,19558,3.922,0.06,16.7,tests performed,207935,157519,50423,,4331,7800,4.14,3.14,1,,1553,1161,0.023,87.96,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,5023108,2003.3,5.72,35.71,401.7427
